Vector1,Vector2,Color,Meaning,Character
9.9791765,-46.684216,red,尝,嚵
-42.684902,1.2374054,red,䜈言,嚵
28.75177,46.216766,red,象声词,嚶
43.125267,9.257325,red,大声喊叫,嚷
29.261831,-2.0758493,red,〔嚷嚷〕1.吵闹,嚷
-65.26074,32.781487,red,方言,嚹
-1.2262691,0.44811547,red,上下牙齿磨碎食物,嚼
-44.835815,-2.3628454,red,”,嚼
0.5221025,-0.021632535,red,〔倒嚼〕即反刍，偶蹄类的某些动物把粗粗咀嚼后咽下去的食物再返回到嘴里细细咀嚼，然后再咽下,嚼
48.4457,4.766017,red,喧嚣；喧哗,嚾
-45.303238,3.5456846,red,《川篇》胡白切,嚿
21.899254,17.451454,red,鸟婉转地叫,囀
-36.100735,-48.44376,red,多言,囁
-0.6758817,-18.789244,red,〔囁嚅〕1.多言；窃窃私语,囁
48.054443,4.9447193,red,喧哗,囂
-3.3615527,-35.400993,red,众口谗毁貌,囂
43.358532,25.9111,red,助舞声,囃
7.09793,-42.479603,red,笑貌,囅
-19.126154,45.326527,red,人名,囆
17.243261,35.164257,red,笑,囈
35.21208,57.807396,red,助词,囉
27.013409,2.253566,red,〔囉嗻〕话多,囉
35.21208,57.807396,red,助词,囉
-6.5304203,3.4043317,red,袋子；口袋,囊
-3.238852,1.224797,red,〔囊膪〕猪胸腹部的肥而松的肉,囊
22.521551,-5.939834,red,多言；声音繁杂,囋
34.859413,3.4278593,red,讥讽,囋
-44.130753,-5.6544704,red,sū,囌
-7.627049,0.53807217,red,论罪,囐
31.133944,-0.87065125,red,叮嘱；嘱咐,囑
33.825638,8.695049,red,〔囔囔〕小声说话,囔
32.13112,6.558073,red,〔嘟囔〕〔嘟嘟囔囔〕自言自语,囔
-24.282053,9.612706,red,《搜真玉鏡》：“𠀷，古的切,𠀷
-26.58719,9.385704,red,《搜真玉鏡》：“𠏓，音仙,𠏓
4.1166115,41.606285,red,金声,𠏧
-25.810299,7.392594,red,《搜真玉鏡》：“𠙼，古瓦切,𠙼
25.235497,50.881935,red,象声词,𠮙
32.703342,41.874176,red,鸟声,𠮜
-28.837769,15.675143,red,《字彙補·口部》：“𠮜，音因,𠮜
30.006046,58.46801,red,副词,𠮨
34.653072,9.746448,red,小声,𠮫
33.05447,19.770727,red,放杖声,𠮭
23.974775,2.526796,red,说,𠮯
-46.105915,8.069853,red,《川篇》疋錦切,𠮰
-43.26635,-4.631557,red,〔𠮳𠮴〕呼应声,𠮳
-33.82799,16.275604,red,《類篇》莫浪切,𠮵
-65.26074,32.781487,red,方言,𠮿
-27.946701,14.483552,red,《字彙補·口部》：“𠯀，初先切，音川,𠯀
-29.066563,9.246665,red,《搜真玉鏡》：“𠯂，音慈，又音倪,𠯂
-27.996178,8.372799,red,《搜真玉鏡》：“𠯃，音武,𠯃
9.9791765,-46.684216,red,尝,𠯈
-19.953894,-24.494808,red,可,𠯋
-3.6224911,-31.678476,red,〔𠯍𠯍〕1.安然自得貌,𠯍
-32.475132,10.930945,red,《川篇》音獲,𠯐
-43.405006,22.305058,red,塞口；塞,𠯑
-43.235077,22.460909,red,塞,𠯓
39.673336,20.089924,red,〔𠯔𠯔〕唾声,𠯔
-11.819927,27.946568,red,用嘴唇吸；呷,𠯗
-27.60315,-16.941416,red,〔𠯘喭〕也作“畔喭”,𠯘
20.205126,30.893623,red,鸣,𠯙
-43.244617,-3.6971653,red,《川篇》火侯切,𠯜
26.011208,49.603645,red,〔呱𠯩〕象声词,𠯩
-65.26074,32.781487,red,方言,𠯪
-24.92356,9.210908,red,《搜真玉鏡》：“𠯪，五葛切,𠯪
-16.195217,-1.5186135,red,《川篇》各何反,𠯫
-27.897074,12.877305,red,《海篇·口部》：“𠯭，音匹,𠯭
-65.26074,32.781487,red,方言,𠯯
-28.812805,17.365282,red,《字彙補·口部》：“𠯰，禪習切,𠯰
-33.964592,11.901078,red,《類篇》：“𠯱，音兩,𠯱
-27.905245,9.193994,red,《搜真玉鏡》：“𠯲，音月,𠯲
-26.9907,10.263621,red,《搜真玉鏡》：“𠯴，音卞,𠯴
-28.042019,16.012337,red,《字彙補·口部》：“𠯷，而形切,𠯷
3.8772054,-2.9110992,red,〔𠯹嘣〕形容动作突然而迅速,𠯹
-29.05647,13.596526,red,《川篇》烏兮切,𠰄
-45.21581,5.32512,red,拈物,𠰅
-42.905087,0.6569111,red,《川篇》音金,𠰇
-44.110184,-2.1237764,red,牛声,𠰈
18.875595,17.401068,red,喉鸣,𠰉
43.358532,25.9111,red,声,𠰋
-12.397289,-15.833694,red,口不正,𠰍
-43.777534,-1.0263283,red,呼鸡声,𠰍
2.7111733,23.948063,red,猪吃食,𠰏
43.358532,25.9111,red,声,𠰐
43.358532,25.9111,red,声,𠰑
-44.685413,4.739035,red,《奚韻》尺屈切,𠰕
-43.50243,-2.1944273,red,《川篇》羊甘切,𠰖
-41.653503,-0.61822385,red,《川篇》音示,𠰚
-16.969357,-7.059635,red,相呵拒,𠰜
-11.886016,15.541257,red,*英*制重量单位,𠰴
-0.9108429,4.255009,red,俗谓兽类将物衔走叫“𠰹”,𠰹
-28.020557,16.25587,red,《字彙補·口部》：“𠰺，徒在切,𠰺
-65.26074,32.781487,red,方言,𠰻
5.0081673,52.805904,red,语气词,𠰻
-24.2421,10.421888,red,《搜真玉鏡》：“𠰼，普末切，又音巿,𠰼
-29.208591,15.593666,red,《字彙補·口部》：“𠰾，音居,𠰾
7.252955,53.4117,red,语气词,𠱀
9.498487,-41.33062,red,想笑貌,𠱐
12.33456,-3.9743814,red,轻言,𠱑
34.218754,-13.7839775,red,诡诈,𠱓
35.999676,21.780134,red,逐鸟声,𠱔
55.216316,4.2140193,red,呕,𠱘
49.475826,18.288277,red,叹息,𠱙
-10.657328,-12.9046955,red,言不高,𠱚
-10.943392,14.805286,red,〔𧮼𠱛〕即“泰丙”，人名，*周穆王*的车右,𠱛
-14.942887,5.6564765,red,大口,𠱜
-20.83784,-51.06427,red,怒；怒气,𠱝
-2.8064106,-36.99241,red,口动貌,𠱞
19.921621,27.333181,red,众鸟,𠱠
22.35883,53.701412,red,音变,𠱡
32.06837,31.420961,red,〔喝𠱡〕声音沙哑,𠱡
-34.93016,16.329035,red,《類篇》音耒,𠱤
36.913708,27.990376,red,〔嘈嘈𠱥𠱥〕杂乱声,𠱥
-44.60593,1.6154901,red,叱声,𠱥
-24.809889,-20.11981,red,〔嘈𠱥〕也作“嘈囋”,𠱥
43.358532,25.9111,red,声,𠱨
-16.278383,-7.1949697,red,怒声相拒,𠱫
-9.771768,4.1734133,red,《川篇》女洽切,𠱲
-33.18604,8.559881,red,《川篇》音喗,𠱳
7.4579554,-18.15952,red,识,𠲋
0.34110034,-5.2827263,red,使犬声,𠲌
-65.26074,32.781487,red,〔𠲍儿〕方言,𠲍
-5.4643097,41.506718,red,佛经咒语译音用字，无实义,𠲎
-65.26074,32.781487,red,方言,𠲎
-2.8063824,-36.992172,red,〔𠲏𠱞〕口动貌,𠲏
44.467796,57.193943,red,叹词,𠲔
35.21208,57.807396,red,助词,𠲖
-25.456106,11.300764,red,《搜真玉鏡》：“𠲚，烏計切,𠲚
27.936161,49.36401,red,象声词,𠲛
25.87526,37.460453,red,〔𠲜𡃅〕形容蝉鸣声哀婉,𠲜
24.223083,40.933994,red,猿声,𠲮
3.9959614,20.07456,red,枝丫,𠲱
-42.393238,12.025712,red,《類篇》奴侯切,𠲴
44.978672,24.800259,red,〔𠲵𠲵〕声,𠲵
43.358532,25.9111,red,声,𠲵
-36.100735,-48.44376,red,〔𠲷吺〕多言,𠲷
-18.513136,27.743254,red,吃,𠲹
37.825706,25.040035,red,〔𠲺𠲺〕众声,𠲺
18.923893,-12.083593,red,〔𠲻嗞〕惭愧的样子,𠲻
-19.86178,25.602953,red,啃；咬,𠳁
27.151588,49.421963,red,〔𠳃𠳃〕象声词,𠳃
-40.060257,26.523499,red,息,𠳇
40.780785,25.954142,red,开口声,𠳊
-11.032923,8.665451,red,小土块,𠳋
46.96461,22.156822,red,叹声,𠳌
-11.533762,42.75709,red,译音用字,𠳎
25.979652,45.540848,red,象声词,𠳐
-15.885002,39.91014,red,象声用字,𠳭
44.467796,57.193943,red,叹词,𠳳
44.467796,57.193943,red,叹词,𠳶
25.722092,47.472736,red,象声词,𠳹
3.00868,11.141329,red,响度的单位,𠳼
43.147552,9.2039385,red,大声叫喊,𠳽
44.467796,57.193943,red,〔𠳿呀〕叹词,𠳿
-1.5090069,-5.2252665,red,向人撅嘴示意,𠴂
-27.61519,9.171909,red,《搜真玉鏡》：“𠴄，音糺,𠴄
26.660353,48.77819,red,象声词,𠴆
12.592937,12.069844,red,〔𠴇嗽〕吞吐说唱,𠴇
-22.82794,21.790447,red,《川篇》華板切,𠴡
-17.810427,20.750912,red,牛叫,𠴣
-28.645403,-17.332914,red,〔𠴨𠴨〕也作“關關”,𠴨
49.949703,-0.81583667,red,安静，无声,𠴫
47.500496,21.544329,red,叹,𠴫
30.122328,24.621082,red,〔𠴫𠴫〕赞叹声,𠴫
32.703342,41.874176,red,〔𠴭𠴭〕鸟声,𠴭
-29.31396,12.9756975,red,《川篇》山涉切,𠴯
44.978672,24.800259,red,声,𠴳
-65.26074,32.781487,red,方言,𠴸
-24.163345,-15.850493,red,〔𠴹𠴹〕也作“㕸㕸”,𠴹
-4.179894,13.872955,red,〔𠴼喇〕古代剧种名,𠴼
-24.739044,-19.529089,red,〔喢𠴾〕也作“喢㗙”,𠴾
23.36618,50.249985,red,〔咿𠵣〕象声词,𠵣
17.186155,-62.17124,red,惊,𠵧
-61.059315,31.957346,red,〔呲𠵨〕方言,𠵨
25.664618,48.7655,red,〔𠵩𠵩〕象声词,𠵩
-65.26074,32.781487,red,方言,𠵫
-29.425728,16.949127,red,《字彙補·口部》：“𠵬，音皮,𠵬
-43.674038,0.44639856,red,〔咠𠵭〕口声,𠵭
-30.67856,12.389538,red,《川篇》：“𠵮，音粉,𠵮
25.619421,48.22875,red,〔𠵯喇〕象声词,𠵯
-43.724007,-3.0881488,red,箭括,𠵷
-65.26074,32.781487,red,方言,𠵹
-24.408758,-17.532812,red,〔𠵺撻〕也作“叭噠”,𠵺
27.726389,51.075962,red,象声词,𠵻
-10.477326,18.95561,red,〔𠵼雅喇〕*孟加拉*的旧译,𠵼
-33.425125,28.708689,red,念；念叨,𠶧
-21.605808,13.226243,red,《川篇》欣其切,𠶨
-32.931915,14.255308,red,《類篇》音大,𠶫
-42.991013,1.8270056,red,《川篇》奴浪切,𠶬
-25.852375,-20.547344,red,〔𠶰然〕又作“奝然”,𠶰
-10.3589,40.645508,red,梵文译音用字,𠶱
-19.86178,25.602953,red,啃，咬,𠶲
31.642982,-22.871492,red,快；高兴,𠶷
16.051868,32.599583,red,大笑,𠶸
-25.666132,23.920328,red,《俗字背篇》：“𠶹，下没切,𠶹
57.744293,-9.752096,red,慢应声,𠶾
31.23422,24.799265,red,〔嘈𠶿〕喧闹声,𠶿
-12.277797,30.449461,red,吮,𠷀
-27.452394,24.720081,red,《俗字背篇》音前,𠷁
-19.399227,16.543074,red,煎,𠷁
8.737496,-60.8086,red,〔㘆𠷂〕见“㘆”,𠷂
36.877823,22.82086,red,驱鸡声,𠷇
20.205126,30.893623,red,鸣,𠷈
21.747446,31.603241,red,鸡鸣,𠷈
-9.02702,42.467506,red,佛经译音用字,𠷉
-42.520023,-8.1357975,red,能说会道,𠷊
-30.183413,9.206125,red,《川篇》音厚,𠷋
6.899519,-25.860298,red,《内典》,𠷌
-25.701023,23.923489,red,《俗字背篇》他合切,𠷍
49.315956,20.954727,red,嗟叹声,𠷎
-31.37046,23.306082,red,《集韻》烏禾切,𠷏
-4.4259186,-15.283269,red,妄说,𠷑
-24.341642,15.79911,red,《類篇》陟皆切,𠷒
35.21208,57.807396,red,助词,𠷓
-10.489144,42.619846,red,译音用字,𠷖
44.978672,24.800259,red,声,𠷙
-25.03461,-11.459751,red,〔巫𠷞〕一作“𠷞𨟚”,𠷞
-11.130194,42.88401,red,译音用字,𠸁
24.081633,49.61504,red,象声词,𠸂
-10.273388,17.77088,red,译音用字，指*英国*,𠸄
39.813454,22.772804,red,恐惧声,𠸮
-35.831264,21.552433,red,《搜真玉鏡》奴候切,𠸱
0.12651609,21.968258,red,土釜；沙锅,𠸲
-42.393238,12.025712,red,《類篇》音缽,𠸳
41.62515,8.351774,red,怒大声,𠸴
-44.181755,1.0029597,red,喉声,𠸹
-27.460035,24.822575,red,《俗字背篇》音逆,𠸺
27.873396,23.027443,red,婴儿哭声,𠹁
44.978672,24.800259,red,声,𠹃
44.066162,23.718925,red,声,𠹆
-23.458004,-16.91671,red,〔𠹊𡂕〕也作“愺恅”,𠹊
43.358532,25.9111,red,〔噈𠹋〕声,𠹋
27.01334,2.2507207,red,话多,𠹌
9.855871,-19.3443,red,〔喠𠹍〕见“喠（zhǒng）”,𠹍
-20.717056,5.126244,red,死,𠹍
-42.588856,-3.2386622,red,《餘文》許交切,𠹎
-45.635433,2.5809708,red,《川篇》初瓦切,𠹐
-33.823475,-26.023914,red,叫,𠹑
43.358532,25.9111,red,声,𠹓
26.977798,-0.8349386,red,〔哃𠹔〕大话,𠹔
24.692114,0.38324365,red,夸,𠹕
-8.634276,-45.439396,red,〔𠹖㗔〕痴貌,𠹖
11.587553,14.395741,red,吹口𠹘,𠹘
17.243261,35.164257,red,笑,𠹛
-24.421227,43.55087,red,地名,𠹝
-42.084545,0.106521234,red,《川篇》祖郭切,𠹠
43.358532,25.9111,red,怒恨声,𠹤
-2.8064106,-36.99241,red,口动貌,𠹥
-44.992256,2.1904883,red,〔𠹦唲〕口貌,𠹦
44.467796,57.193943,red,〔哱𠺒〕叹词,𠺒
-25.62666,8.908573,red,《搜真玉鏡》：“𠺔，普問切,𠺔
26.10082,47.189037,red,象声词,𠺕
-8.629056,21.130854,red,“英亩”的旧称,𠺖
-22.70837,35.33873,red,佛教“六字真言”之一,𠺗
44.467796,57.193943,red,叹词,𠺙
-12.956157,15.875819,red,*宋*杂剧的散段,𠺚
25.33028,49.94069,red,象声词,𠺝
3.1513567,53.04064,red,〔𠺟哧〕象声词,𠺟
25.25946,47.63103,red,象声词,𠺢
23.230867,51.07648,red,〔哔𠺣〕象声词,𠺣
34.166965,20.03376,red,使狗声,𠻍
-19.859375,-17.041674,red,〔嚬𠻏〕也作“嚬嘁”,𠻏
-9.313494,40.4093,red,梵文译音字,𠻐
-23.424646,-18.419662,red,〔咮𠻗〕也作“侏離”、“吺𠻗”,𠻗
9.81041,-45.278656,red,饮；尝,𠻜
24.6605,50.03855,red,象声词,𠻜
43.999783,22.383385,red,咳嗽声,𠻞
60.130875,13.305809,red,耳声,𠻠
-1.7206019,-36.268055,red,〔𠻡哆〕唇垂貌,𠻡
16.051868,32.599583,red,大笑,𠻤
37.825634,25.040272,red,众声,𠻥
42.297493,-2.862759,red,恶言,𠻦
-33.539814,40.74477,red,〔喉𠻧〕咽喉,𠻧
-0.5441673,1.1706612,red,嘴唇上的疮,𠻨
6.2191215,-57.323624,red,〔𠽪𠻪〕见“𠽪”,𠻪
-22.565453,-50.781944,red,怒,𠻫
-2.6939101,20.342121,red,水草名,𠻬
-10.550211,42.23986,red,译音用字,𠻱
-65.26074,32.781487,red,方言,𠻴
-10.497478,-42.66702,red,呆貌,𠼖
5.4234767,-61.140633,red,〔㗄𠼟〕见“㗄”,𠼟
-30.747402,18.255577,red,《字彙補·口部》：“𠼠，義未詳,𠼠
24.725065,11.200409,red,谁,𠼡
-29.777945,16.470472,red,《字彙補·口部》：“𠼢，音絳,𠼢
28.931902,47.00367,red,象声词,𠼢
-10.9160385,18.355122,red,〔咪唎𠼤〕*美利坚*（*美国*）的旧译,𠼤
-14.609564,26.44666,red,〔嗢𠼩〕整个儿吞下,𠼩
-10.313479,42.909534,red,译音用字,𠼪
-43.92606,-14.267161,red,快,𠽜
-44.603764,-3.0222294,red,《川篇》尼近切,𠽝
1.2849401,0.7631941,red,咀嚼食物的声音,𠽣
38.226433,10.438828,red,怒声,𠽦
43.358532,25.9111,red,声,𠽨
20.205126,30.893623,red,鸣,𠽩
-21.875242,0.8532314,red,〔𠽪𠻪〕少味,𠽪
10.40201,3.8285005,red,口张开的样子,𠽫
-31.749006,9.031315,red,《川篇》音低,𠽰
-29.96887,36.695896,red,口吃,𠽱
13.286516,-2.0119317,red,以言难人；盘问,𠽲
19.085949,19.848576,red,喉中鸣,𠽵
-4.03324,-1.0355967,red,跳啮,𠽶
-36.40891,11.489951,red,《龍龕手鑑》音察,𠽹
-38.88963,12.248732,red,《龍龕手鑑》音哲,𠽻
22.94483,-3.8361444,red,说话不流利,𠽼
-27.20603,-15.79208,red,〔𠽾噜〕也作氆氇,𠽾
-35.831264,21.552433,red,《搜真玉鏡》直列切,𠾀
-23.808016,35.644054,red,《佛經真言》,𠾆
-26.180592,-15.059382,red,《經音義》作𧯞,𠾇
43.358532,25.9111,red,声,𠾌
-6.3049116,41.778717,red,佛经译音用字，无实义,𠾏
24.011616,51.443157,red,象声词,𠾐
-30.747402,18.255577,red,《字彙補·口部》：“𠾢，義未詳,𠾢
-27.448992,9.112585,red,《搜真玉鏡》：“𠾤，音妗,𠾤
60.130875,13.305809,red,耳声,𠾥
-9.978524,27.38208,red,啄,𠾨
-29.111193,16.062525,red,《字彙補·口部》：“𠾩，音臈,𠾩
-29.09138,15.749638,red,《字彙補·口部》：“𠾬，音近,𠾬
-30.747402,18.255577,red,《字彙補·口部》：“𠾮，義未詳,𠾮
58.396782,4.4335604,red,呕吐,𠾲
-31.745502,11.472791,red,《川篇》音買,𠿆
43.358532,25.9111,red,声,𠿉
27.187206,48.850864,red,象声词,𠿏
40.095505,12.288178,red,吼,𠿑
32.703342,41.874176,red,鸟声,𠿑
-19.953894,-24.494808,red,可,𠿑
-2.3145385,-22.144327,red,〔𠿓𠿓〕1.丑,𠿓
19.14694,-37.517967,red,〔𠿕𧇠〕不安；不平,𠿕
-46.632027,5.7296505,red,叱声,𠿗
-44.09741,6.1742253,red,〔𠿛𠿛〕唤猪声,𠿛
-13.851386,5.4468994,red,大口的盛酒器,𠿜
40.080196,5.9397554,red,呵斥,𠿝
5.5263085,-6.818885,red,视面色变,𠿞
31.054806,27.913696,red,夸叹的声音,𠿟
-12.1845045,-8.004514,red,喻,𠿠
-24.88282,16.80819,red,《集韻》張滑切），入黠知,𠿡
44.978672,24.800259,red,𠿣声,𠿣
-45.496567,1.7511666,red,口声,𠿤
-29.21604,16.319086,red,《字彙補·口部》：“𡀑，音輈,𡀑
35.21208,57.807396,red,助词,𡀔
-65.26074,32.781487,red,方言,𡀔
-30.747402,18.255577,red,《字彙補·口部》：“𡀖，義未詳,𡀖
2.2784238,2.9252431,red,一种用口腔运气的方法,𡀗
39.419765,24.557758,red,〔𡀘𡀘〕兽声,𡀘
-65.26074,32.781487,red,方言,𡀙
37.825706,25.040035,red,众声,𡀾
-65.26074,32.781487,red,〔𡀿𡀿〕方言,𡀿
33.321133,30.488646,red,声音,𡁀
44.978672,24.800259,red,声,𡁁
-25.065865,-18.547443,red,〔啅𡁆〕也作“卓犖”,𡁆
-9.313494,40.4093,red,梵文译音字,𡁇
57.758762,3.509907,red,恶心呕吐,𡁈
20.205126,30.893623,red,鸣,𡁉
-43.753613,3.784106,red,《餘文》於孟切,𡁊
-16.687067,6.386725,red,〔𡁋喗〕小口,𡁋
41.169804,18.664324,red,噎声,𡁌
43.358532,25.9111,red,嘶咽声,𡁍
7.0494294,6.4284706,red,〔嘘𡁎〕人力牵引重物时的号子声,𡁎
-17.148954,5.3825426,red,口歪,𡁑
-26.477507,-19.830359,red,〔𡁓𠲷〕亦作“𡂩𠲷”,𡁓
-3.2087166,2.415747,red,〔𡁕喋〕本指水鸟及鱼类争食之貌，比喻贪取、深求,𡁕
-25.167921,7.7980595,red,《搜真玉鏡》多耒切,𡁨
-28.033522,10.053725,red,《搜真玉鏡》：“𡁪，音計,𡁪
35.21208,57.807396,red,〔𡁮咧〕助词,𡁮
44.467796,57.193943,red,〔𡁱𡁱〕叹词,𡁱
30.377575,-34.480667,red,〔𡁳𡁳〕战慄恐惧,𡁳
6.992182,7.4488735,red,拼凑；揉合,𡁴
-26.84169,9.535979,red,《搜真玉鏡》音余,𡂊
4.483844,1.0732708,red,啃骨头的声音,𡂏
6.027553,5.352318,red,乡野之人的话,𡂒
3.0565474,-19.92339,red,嘱,𡂓
5.476682,-57.865242,red,〔𠹊𡂕〕见“𠹊”,𡂕
-31.721067,9.622412,red,《川篇》音唯,𡂗
24.542328,-3.6897523,red,说话缓慢,𡂙
27.081268,50.109108,red,象声词,𡂚
-37.869675,12.417036,red,《龍龕手鑑》徒候切,𡂛
1.489983,19.138224,red,耕地,𡂟
34.16699,20.033756,red,使狗声,𡂡
-23.875229,-18.036402,red,〔𡂣𡂣〕也作“𡁉𡁉”,𡂣
-26.85916,-19.190987,red,〔𡂩𠲷〕亦作“𡁓𠲷”,𡂩
23.615084,47.669373,red,象声词,𡂫
-8.814381,-34.958748,red,〔吱𡂭〕急行喘息貌,𡂭
58.396782,4.4335604,red,呕吐,𡂿
25.663153,50.480034,red,象声词,𡂿
4.614537,53.88302,red,语气词,𡂿
-27.497845,15.678204,red,《字彙補·口部》：“𡃂，思夜切，音瀉,𡃂
-44.37359,-0.41190323,red,《孔雀經》,𡃃
44.467796,57.193943,red,叹词,𡃄
39.94838,28.553593,red,金属碰击声,𡃆
-10.3589,40.645508,red,梵文译音用字,𡃝
-25.814707,-14.069457,red,〔撒𡃞〕也作“撒暫”,𡃞
44.02333,7.924486,red,大声,𡃡
43.358532,25.9111,red,声,𡃢
31.4674,36.599503,red,鸟叫声,𡃦
-19.23427,-4.3023915,red,呼,𡃩
-5.464308,41.506535,red,佛经咒语译音用字，无实义,𡃳
-54.16508,-5.6847887,red,《川篇》力携切,𡃷
-27.883118,12.852031,red,《海篇·口部》：“𡃸，音雌,𡃸
-20.836433,2.934892,red,〔𡄑㖩〕不廉,𡄑
-45.55325,7.0709176,red,九十岁,𡄒
-35.831264,21.552433,red,《搜真玉鏡》詰定切,𡄔
-44.587944,0.3040393,red,坏声,𡄕
44.467796,57.193943,red,叹词,𡄖
-65.26074,32.781487,red,方言,𡄟
-65.26074,32.781487,red,方言,𡄡
-30.681442,18.017355,red,《字彙補·口部》：“𡄢，義未詳,𡄢
-21.59109,34.38333,red,佛教梵咒常用字,𡄣
24.165691,48.03994,red,象声词,𡄤
-18.22541,6.391081,red,口☀,𡄱
-2.9315422,22.109264,red,兽名,𡄲
-14.374341,19.448685,red,佛教*梵*咒音译用字,𡄳
-43.93789,1.7668025,red,〔𡄴𡄴〕夸貌,𡄴
-0.10984242,-19.766357,red,〔𡄵嘘〕1.叹声,𡄵
-9.300056,35.285736,red,城名,𡄷
27.870481,-5.6312804,red,言语烦乱,𡄹
41.305954,20.490782,red,痛声,𡄻
22.697893,49.484955,red,〔𡅂鴣〕象声词,𡅂
35.716343,28.613947,red,声音杂乱,𡅃
6.286701,9.849234,red,指梵汉对译时用汉字标记梵语的发音,𡅄
44.467796,57.193943,red,叹词,𡅅
25.80337,51.839985,red,象声词,𡅆
19.91144,11.834931,red,嘬口出声,𡅇
-11.706366,22.759674,red,狱名,𡅓
12.579479,-3.0347757,red,〔𡅥窨〕唉声叹气，隐忍不语,𡅥
24.021385,50.437077,red,〔𡅭𡅭〕象声词,𡅭
-32.022053,15.712558,red,《類篇》知連切,𡅹
6.2688193,-60.219864,red,〔㘊𡅺〕见“㘊”,𡅺
43.69685,14.793085,red,呼唤,𡅻
-9.027965,42.376892,red,佛经译音用字,𡆆
-36.100735,-48.44376,red,多言,𡆏
36.207535,-18.599947,red,留恋,𡆕
9.219791,43.786663,green,咳嗽,㰝
-29.97792,36.723724,green,口吃；结巴,㰟
10.896449,1.5356222,green,给与,㰟
7.639377,-59.622746,green,〔欴㰠〕见“欴”,㰠
6.56423,43.491318,green,咳,㰢
58.420124,3.2073095,green,欧；呕吐,㰣
-24.431105,17.954096,green,《集韻》虎何切,㰤
35.43326,6.7627816,green,张口息,㰤
14.368011,15.543911,green,气越名,㰥
36.544605,19.840372,green,气越声,㰥
14.09136,35.582207,green,〔㰥欨〕笑意,㰥
44.09251,1.0980161,green,张口出气,㰦
7.9056373,-38.18705,green,饮,㰧
10.83584,-21.78516,green,〔㰰㰨〕见“㰰（hè）”,㰨
43.358532,25.9111,green,㰪声,㰪
-21.26494,13.325034,green,欣,㰫
7.433822,37.461388,green,气逆,㰬
49.944542,-32.160328,green,喜乐,㰭
-17.88776,-12.357681,green,指而笑,㰮
3.887952,-1.0153005,green,相与语唾而不受,㰯
39.28473,18.720821,green,唾,㰯
7.780102,-21.307022,green,〔數㰯〕见“數”,㰯
8.38414,34.24853,green,喘息,㰰
-39.87102,-1.5183169,green,羡欲,㰰
7.7431316,36.373787,green,〔㰰㰨〕气逆；喘息,㰰
53.073723,9.735011,green,吹气,㰲
-42.226917,-2.1627777,green,吹貌,㰲
-17.11105,21.2683,green,〔欭㰳〕驴叫,㰳
7.433822,37.461388,green,气逆,㰳
-14.589876,-19.862495,green,不语受,㰴
-8.776877,29.423616,green,吸吮,㰵
16.728785,13.545786,green,悲泣时鼻孔急促吸气,㰶
-25.366732,18.496222,green,《集韻》於口切,㰶
-31.37046,23.306082,green,《集韻》火占切,㰹
-33.823475,-26.023914,green,叫,㰹
35.122643,-3.7277064,green,气盛,㰹
7.9056373,-38.18705,green,饮,㰺
8.314439,-61.882153,green,〔𣣡㰺〕见“𣣡”,㰺
-40.80494,5.7172832,green,〔㰻㰳〕驴鸣,㰻
-21.638054,9.13472,green,卒喜,㰻
-41.315895,2.930967,green,〔𣤋㰻〕凶粗,㰻
41.6726,-14.752965,green,贪欲,㰼
53.073723,9.735011,green,吹气,㰼
-17.96596,-5.137361,green,大呼用力,㰽
-5.554131,27.382711,green,*楚*歌,㰾
49.475826,18.288277,green,叹息,㰿
48.61574,-6.7740073,green,问,㱁
1.6239724,-5.085647,green,腹中饥饿空虚,㱂
39.673332,20.089878,green,唾声,㱄
-15.431365,-7.7825456,green,相笑,㱆
30.507801,-37.528343,green,恐惧,㱇
54.90214,15.396485,green,悲意,㱇
-19.126154,45.326527,green,人名,㱈
36.566097,19.340464,green,气逆；声嘶,㱊
-22.812075,10.607892,green,《川篇》苦角切,㱋
-37.195187,-25.61936,green,取,㱌
7.626304,5.2459097,green,〔㱌㱌〕气动的样子,㱌
-42.920902,2.726948,green,欠貌,㱍
-54.023216,6.3422623,green,〔㱎干〕不可知,㱎
10.957487,-4.974006,green,疲倦时张口打哈欠,欠
16.648304,12.820424,green,〔打哈欠〕困倦时嘴张开深吸气，然后呼出,欠
3.610826,6.0059533,green,按顺序叙事，居于前项之后的称次,次
-26.061,40.134438,green,〔榆次〕地名,次
-21.934126,-12.16878,green,〔次且〕也作“趑趄”,次
-14.389337,35.102,green,〔具次〕山名,次
43.80439,-26.704988,green,喜悦；高兴,欣
6.9234314,54.46812,green,语气词,欥
-43.2602,-30.253428,green,喜,欥
-22.870918,-4.7002125,green,含笑,欦
41.6726,-14.752965,green,贪欲,欦
-37.55053,-7.4087605,green,欠厓,欦
16.389929,9.089888,green,呵气使温暖,欨
-43.491325,7.0154305,green,健貌,欩
5.6350265,-13.331793,green,〔咄欪〕没有愧心,欪
23.974712,2.527015,green,说,欪
9.219791,43.786663,green,咳嗽；逆气,欬
7.433822,37.461388,green,气逆,欭
-23.512402,-2.2775574,green,〔欭㱊〕嘅,欭
46.925957,-30.745365,green,欢喜；欢笑,欯
33.321133,30.488646,green,声音,欯
20.205126,30.893623,green,鸣,欰
-10.590262,31.126087,green,饮；吸,欱
